INSTITUTION NAME,AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
NCCU,44,7-Aug-17,Assistant Professor,66053,Curriculum Instruction,Clinical Assistant Professor
NCCU,46,1-Jan-18,Assistant Professor,72420,Education,Professor
NCCU,73,22-Aug-97,Professor,130217,Mathematics & Physics,Professor
NCCU,31,6-Aug-18,Assistant Professor,72000,Nursing,Assistant Professor
NCCU,70,1-Sep-83,Assistant Professor,56434,Mathematics & Physics,Assistant Professor
NCCU,61,24-Aug-01,Associate Professor,67385,Music,Assistant Professor
NCCU,50,15-Aug-05,Professor,103432,Mathematics & Physics,Associate Professor
NCCU,51,22-Jul-19,Professor (Primary) and Department Chair/Head,156000,Nursing,Professor
NCCU,66,1-Aug-10,Professor,103697,Chemistry & Biochemistry,Professor
NCCU,35,1-Jul-13,Assistant Professor,46573,Music,Associate Professor
NCCU,57,1-Sep-02,Professor (Primary) and Department Chair/Head,85444,"Environ., Earth, & Geospatial Scien",Professor
NCCU,65,13-Aug-99,Associate Professor,72322,Language and Literature,Assoc Prof/Dir Cont
NCCU,44,17-Aug-20,Professor,74000,Education,Professor
NCCU,35,1-Jan-18,Assistant Professor,66300,Social Work,Assistant Professor
NCCU,55,16-Sep-19,Professor,79000,Nursing,Professor
NCCU,49,1-Jul-15,Associate Professor,86950,Mathematics & Physics,Assistant Professor
NCCU,60,1-Jan-15,Associate Professor,138979,Business Administration,Professor/Associate Dean
NCCU,49,8-Aug-07,Associate Professor,73489,Mass Communications,Assistant Professor
NCCU,67,9-Aug-06,Professor,95874,Counselor Education,Assistant Professor
NCCU,75,1-May-16,Professor,67320,Curriculum Instruction,Assistant Professor
NCCU,73,22-Aug-75,Professor,48941,Public Administration,Professor
NCCU,65,1-Sep-86,Associate Professor,122014,Music,Associate Professor
NCCU,53,6-Aug-08,Assistant Professor,74970,Hospitality & Tourism,Professor
NCCU,60,1-Feb-06,Associate Professor,147908,Pharmaceutical Science Dept,Associate Professor
NCCU,56,15-Aug-94,Professor,78330,Language and Literature,Professor
NCCU,49,11-Aug-05,Associate Professor,76660,Biology & Biological Science,Assistant Professor
NCCU,69,2-Jan-80,Associate Professor,134644,School of Law Office,Associate Professor
NCCU,70,17-Aug-20,Assistant Professor (Primary) and Department Chair/Head,73000,Education,Associate Professor
NCCU,58,11-Dec-06,Professor,144551,Pharmaceutical Science Dept,Associate Professor
NCCU,63,6-Aug-08,Associate Professor,82015,Social Work,Associate Professor
NCCU,35,1-Feb-19,Assistant Professor,67000,Education,Assistant Professor
NCCU,38,17-Jan-11,Assistant Professor,68315,Social Work,Associate Professor
NCCU,67,1-Jun-15,Associate Professor (Primary) and Department Chair/Head,91800,Public Administration,Associate Professor
NCCU,48,6-Aug-08,Associate Professor,76025,Physical Ed and Recreation,Assistant Professor
NCCU,50,8-Aug-07,Associate Professor,66136,Public Health Education,Associate Professor
NCCU,67,12-Aug-88,Professor,99586,College of Health & Sciences Admin.,Professor
NCCU,69,1-Sep-85,Professor,169873,School of Law Office,Professor
NCCU,54,11-Aug-05,Professor,82548,Mathematics & Physics,Associate Professor
NCCU,37,1-Aug-18,Assistant Professor,60000,BRITE,Associate Professor
NCCU,45,6-Aug-08,Associate Professor,66678,Language and Literature,Associate Professor
NCCU,45,1-Aug-14,Assistant Professor,68988,Chemistry & Biochemistry,Professor
NCCU,55,15-Feb-06,Professor,117806,Pharmaceutical Science Dept,Assistant Professor
NCCU,53,12-Aug-19,Assistant Professor,90000,Pharmaceutical Science Dept,Associate Professor
NCCU,50,1-Aug-10,Associate Professor,74564,Chemistry & Biochemistry,Associate Professor
NCCU,43,8-Jan-18,Associate Professor,81000,Communications Disorders,Associate Professor
NCCU,51,15-Feb-06,Professor,131157,Pharmaceutical Science Dept,Assistant Professor
NCCU,57,18-Jan-11,Professor,125423,Biology & Biological Science,Associate Professor
NCCU,56,9-Aug-10,Associate Professor,71631,"Environ., Earth, & Geospatial Scien",Associate Professor
NCCU,58,16-Aug-04,Professor,85087,School of Lib/Info Science Office,Assistant Professor
NCCU,32,17-Aug-20,Associate Professor,68762,"Environ., Earth, & Geospatial Scien",Associate Professor
NCCU,31,12-Aug-19,Assistant Professor,63000,Mass Communications,Assistant Professor
NCCU,56,15-May-06,Associate Professor,134481,Pharmaceutical Science Dept,Associate Professor
NCSU,33,1-Jul-16,Assistant Professor,98081,Chemical & Biomolecular Engr,Asst Professor
NCSU,67,1-Jul-08,Professor,122021,Architecture,Professor
NCSU,39,17-Jul-14,Assistant Professor,80059,CAMCORE-Cooperative,Research Asst Professor
NCSU,38,6-Aug-12,Associate Professor,114409,Electrical & Computer Engr.,Assoc Professor
NCSU,42,1-Feb-17,Assistant Professor,61000,ELPHD,Teaching Asst Professor
NCSU,48,26-Sep-05,Professor,171500,Applied Ecology,Head
NCSU,60,1-Nov-92,Professor,201705,Physics,Named Professor
NCSU,75,1-Jun-87,Professor,201851,Dept Molecular Biomedical Scie,Professor
NCSU,70,16-Aug-84,Professor,123807,Philosophy & Religious Studies,Professor
NCSU,35,1-Jan-20,Assistant Professor,95000,Materials Science &Engineering,Asst Professor
NCSU,48,1-Jul-06,Associate Professor,94998,"Marine, Earth And Atmospheric",Assoc Professor
NCSU,57,1-Jan-20,Assistant Professor,95000,Business Management-Poole COM,Teaching Asst Professor
NCSU,30,1-Jul-19,Assistant Professor,82000,Computer Science-engr,Teaching Asst Professor
NCSU,73,16-Aug-90,Professor,104269,ELPHD,Professor
NCSU,34,28-Mar-14,Associate Professor,101664,Civil Const & Environ Engineer,Assoc Professor
NCSU,34,15-Jul-20,Assistant Professor,85000,Agricultural & Human Sciences,Asst Professor
NCSU,45,1-Jul-15,Assistant Professor,93308,Mathematics,Asst Professor
NCSU,43,1-Jul-20,Assistant Professor,64000,History,Asst Professor
NCSU,46,1-Jul-03,Associate Professor,91622,Psychology,Assoc Professor
NCSU,69,1-Feb-89,Professor,128662,"Food,Bioprocess & Nutrition Sc",Professor
NCSU,48,25-Sep-09,Professor,146000,CALS - Academic Programs,Assoc Director
NCSU,49,1-Oct-08,Associate Professor,96015,Art and Design,Assoc Professor
NCSU,68,1-Jul-87,Professor,165382,"Dept-Population,Health,Pathobi",Professor
NCSU,55,31-Aug-01,Professor,142877,Plant and Microbial Biology,Named Professor
NCSU,45,30-Jun-20,Assistant Professor,80000,TELS,Asst Professor
NCSU,44,1-Jul-18,Associate Professor,150000,Materials Science &Engineering,Assoc Professor
NCSU,58,1-Jul-98,Professor,96175,History,Professor
NCSU,76,1-Jul-03,Associate Professor,80013,School of Social Work,Assoc Professor
NCSU,75,1-Jun-83,Professor,110584,Crop & Soil Sciences,Professor
NCSU,65,1-Jul-19,Assistant Professor,71000,School of Social Work,Asst Professor
NCSU,63,1-Jun-90,Professor,122258,Prestage Poultry Science,Extension Specialist
NCSU,68,15-Jul-84,Professor,142552,"Dept-Population,Health,Pathobi",Professor
NCSU,38,1-Jul-19,Assistant Professor,73000,"Sci, Tech, Engr & Math (STEM)",Asst Professor
NCSU,72,4-May-87,Professor,143842,"Marine, Earth And Atmospheric",Professor
NCSU,46,1-Dec-98,Associate Professor,92790,Animal Science,Teaching Associate Professor
NCSU,58,1-Jul-00,Professor,123576,Nuclear Engineering,Professor
NCSU,55,16-Aug-08,Associate Professor,90005,"Textile & Apparel, Technology",Assoc Professor
NCSU,66,1-Jul-99,Professor,164928,English,Professor
NCSU,54,18-Jul-00,Assistant Professor,64265,Public & International Affairs,Director
NCSU,37,5-Mar-20,Assistant Professor,69000,"Textile & Apparel, Technology",Research Asst Professor
NCSU,43,1-Jul-16,Associate Professor,98368,For & Envir Res Acad Research,Assoc Professor
NCSU,32,1-Jul-17,Assistant Professor,85650,"Marine, Earth And Atmospheric",Asst Professor
NCSU,64,1-Jul-02,Professor,144489,Forest Biomaterials,Professor
NCSU,49,7-May-15,Associate Professor,91151,Graphic & Industrial Design,"Assoc Prof., Univ Fac Scholar"
NCSU,51,1-Jul-05,Professor,139209,Civil Const & Environ Engineer,"Professor, Univ Fac Scholar"
NCSU,57,1-Jan-01,Associate Professor,91832,Biochemistry,Teaching Assoc Professor
NCSU,42,1-Jul-19,Assistant Professor,71000,School of Social Work,Asst Professor
NCSU,51,27-Feb-15,Assistant Professor,90390,Horticultural Science,Asst Professor
NCSU,50,1-Sep-03,Professor,126052,Prestage Poultry Science,Professor
NCSU,49,1-Jul-14,Associate Professor,66554,Music,Teaching Assoc Professor
NCSU,81,1-Nov-92,Professor,173220,Physics,Named Professor
NCSU,36,22-Apr-15,Assistant Professor,100863,Materials Science &Engineering,"Asst Prof., Univ Fac Scholar"
NCSU,68,22-Aug-83,Associate Professor,76290,Philosophy & Religious Studies,Assoc Professor
NCSU,51,1-Jul-20,Professor,120000,School of Social Work,Professor
NCSU,52,1-Jul-15,Associate Professor,133583,Nuclear Engineering,Assoc Professor
NCSU,31,1-Jul-20,Assistant Professor,105000,Electrical & Computer Engr.,Asst Professor
NCSU,46,1-Aug-02,Associate Professor,103033,Biological Sciences,Assoc Professor
NCSU,37,1-Jul-18,Assistant Professor,75000,ELPHD,Asst Professor
NCSU,33,1-Jul-18,Assistant Professor,102000,Electrical & Computer Engr.,Asst Professor
NCSU,38,16-Aug-05,Assistant Professor,98066,Civil Const & Environ Engineer,Asst Professor
NCSU,65,1-Jul-95,Professor,217032,Nuclear Engineering,Named Professor
NCSU,41,1-Jan-18,Assistant Professor,86500,Entomology & Plant Pathology,Asst Professor
NCSU,38,13-Sep-02,Associate Professor,126352,Dept Molecular Biomedical Scie,Clinical Assoc Professor
NCSU,58,16-Aug-90,Associate Professor,90543,Graphic & Industrial Design,Assoc Professor
NCSU,47,1-Jul-03,Professor,102561,Mathematics,Professor
NCSU,52,1-Jul-01,Associate Professor,74599,English,Assoc Professor
NCSU,42,1-Jul-18,Associate Professor,135000,Chemistry,Assoc Professor
NCSU,38,1-Jan-17,Associate Professor,120000,For & Envir Res Acad Research,Assoc Professor
NCSU,85,1-Aug-94,Professor,114039,ELPHD,Professor
NCSU,67,16-Aug-85,Professor,120820,Psychology,Professor
NCSU,42,1-Dec-98,Assistant Professor,85189,Engineering-Academic Affairs,Teaching Asst Professor
NCSU,72,16-Aug-88,Professor,203803,Electrical & Computer Engr.,Named Professor
NCSU,68,1-Jan-82,Professor,139404,Materials Science &Engineering,Professor
NCSU,66,1-Dec-98,Assistant Professor,83771,Computer Science-engr,Teaching Asst Professor
NCSU,35,14-Aug-17,Assistant Professor,117500,Dept Molecular Biomedical Scie,Asst Professor
NCSU,65,1-Jan-91,Professor,138267,Electrical & Computer Engr.,Professor
NCSU,62,1-Dec-98,Professor,77965,Ctr. for Geospatial Analytics,Teaching Professor
NCSU,52,1-Jul-12,Professor,119566,"Parks, Recreation & Tourism Mg",Professor
NCSU,56,1-Jul-04,Associate Professor,85949,ELPHD,Assoc Professor
NCSU,33,1-Jan-17,Assistant Professor,95790,Civil Const & Environ Engineer,Asst Professor
NCSU,75,1-Jul-81,Professor,172204,"Textile Engineering, Chemistry",Named Professor
NCSU,64,16-Aug-89,Professor,212704,Civil Const & Environ Engineer,Head
NCSU,48,1-Apr-97,Professor,111148,"Textile & Apparel, Technology",Professor
NCSU,47,1-Aug-94,Professor,165745,Computer Science-engr,Professor
NCSU,47,28-Jun-10,Associate Professor,106611,Electrical & Computer Engr.,Assoc Professor
NCSU,56,1-Jul-19,Assistant Professor,69000,ELPHD,Teaching Asst Professor
NCSU,67,16-Aug-95,Professor,188924,"Mgmt, Innovation&Entrepreneur",Professor
NCSU,45,1-Jan-99,Professor,192088,"Food,Bioprocess & Nutrition Sc",Named Professor
NCSU,65,1-May-02,Professor,120386,Architecture,Professor
NCSU,37,1-Jul-19,Assistant Professor,50000,English,Teaching Asst Professor
NCSU,48,1-Jul-07,Associate Professor,115010,ELPHD,Assoc Professor
NCSU,46,16-Nov-09,Assistant Professor,77000,ELPHD,Teaching Asst Professor
NCSU,51,24-May-17,Professor,128087,Biochemistry - METRIC,Professor
NCSU,51,1-Jul-12,Associate Professor,85764,ELPHD,Assoc Professor
NCSU,61,16-Aug-98,Professor,99999,History,Professor
NCSU,38,2-Nov-17,Assistant Professor,86600,Nuclear Engineering,Asst Professor
NCSU,44,16-Aug-00,Associate Professor,88797,Computer Science-engr,Teaching Assoc Professor
NCSU,46,1-Jun-10,Associate Professor,38160,Philosophy & Religious Studies,Assoc Teaching Professor
NCSU,60,16-Aug-89,Professor,127464,Civil Const & Environ Engineer,Professor
NCSU,60,1-Jan-94,Professor,144150,"Dept-Population,Health,Pathobi",Professor
NCSU,74,16-Aug-96,Associate Professor,81642,TELS,Assoc Professor
NCSU,34,1-Jul-17,Assistant Professor,76500,English,Asst Professor
NCSU,60,16-Aug-94,Professor,257483,Accounting-Poole COM,Professor
NCSU,45,6-Dec-16,Associate Professor,117818,Electrical & Computer Engr.,Assoc Professor
NCSU,59,1-Jul-11,Professor,73027,Music,Teaching Professor
NCSU,50,1-Jul-16,Professor,153491,Prestage Poultry Science,Professor
NCSU,82,1-Jan-77,Professor,163080,Electrical & Computer Engr.,Named Professor
NCSU,34,1-Jul-19,Assistant Professor,100000,Nuclear Engineering,Asst Professor
NCSU,42,1-Jul-05,Professor,99999,Psychology,"Prof, Univ Fac Scholar"
NCSU,31,1-Jul-19,Assistant Professor,50000,Psychology,Teaching Asst Professor
NCSU,38,15-Nov-10,Associate Professor,102125,Chemical & Biomolecular Engr,Assoc Professor
NCSU,57,2-Jan-13,Associate Professor,126999,Biological Sciences,Assoc Professor
NCSU,42,1-Jul-06,Associate Professor,67245,Health and Exercise Studies,TAP - Assoc Head
NCSU,61,1-Jul-01,Associate Professor,82879,Architecture,Assoc Professor
NCSU,41,15-Jul-19,Assistant Professor,120000,Dept of Clinical Sciences,Asst Professor
NCSU,48,1-Jul-06,Assistant Professor,66500,TELS,Teaching Asst Professor
NCSU,61,1-Jul-03,Professor,96834,English,Professor
NCSU,41,31-Aug-18,Assistant Professor,110000,Dept of Clinical Sciences,Clinical Asst Professor
NCSU,39,24-May-00,Associate Professor,99783,Biological Sciences,Assoc Professor
NCSU,42,16-Aug-01,Professor,87525,Civil Const & Environ Engineer,Professor
NCSU,68,16-Aug-86,Professor,180184,Physics,Named Professor
NCSU,51,1-Nov-16,Assistant Professor,90291,Art and Design,Asst Professor
NCSU,55,1-Jan-10,Associate Professor,87047,Public & International Affairs,Assoc Professor
NCSU,67,1-Jul-07,Professor,124686,Communication,Professor
NCSU,56,1-Jul-05,Professor,154489,Electrical & Computer Engr.,"Named Professor, Univ. Fac. Sc"
NCSU,69,16-Aug-89,Associate Professor,67400,Foreign Languages And Literatu,Assoc Professor
NCSU,49,1-Jul-19,Assistant Professor,48000,"Mgmt, Innovation&Entrepreneur",Research Asst Professor
NCSU,41,1-Jul-10,Associate Professor,85546,Communication,Assoc Professor
NCSU,39,14-Oct-13,Assistant Professor,60000,TELS,Teaching Asst Professor
NCSU,64,1-Sep-06,Professor,101381,Agricultural & Human Sciences,Professor
NCSU,63,1-Jul-95,Professor,148317,Entomology & Plant Pathology,Named Professor
NCSU,48,1-Jan-96,Professor,125594,Biological And Agricultural En,Professor
NCSU,51,1-Jul-95,Professor,145191,Dept of Clinical Sciences,Professor
NCSU,39,27-May-15,Assistant Professor,84250,"Marine, Earth And Atmospheric",Asst Professor
NCSU,87,20-Nov-89,Professor,215911,Computer Science-engr,Named Professor
NCSU,51,1-Jul-00,Professor,104291,Philosophy & Religious Studies,Professor
NCSU,43,1-Jul-05,Associate Professor,129969,Dept of Clinical Sciences,Assoc Professor
NCSU,74,20-Aug-79,Professor,110851,Biological Sciences,Professor
NCSU,63,16-Aug-93,Associate Professor,68119,English,Teaching Assoc Professor
NCSU,58,1-Jul-06,Professor,152200,"Sci, Tech, Engr & Math (STEM)","Professor.,Univ Fac Scholar"
NCSU,70,18-Aug-76,Associate Professor,102932,For & Envir Res Acad Research,Assoc Professor
NCSU,64,1-Jul-03,Professor,129345,Plant and Microbial Biology,Professor
NCSU,57,1-Jul-98,Professor,220000,Dept of Clinical Sciences,Head
NCSU,63,16-Aug-97,Assistant Professor,48740,Foreign Languages And Literatu,Teaching Asst Professor
NCSU,41,30-Sep-13,Associate Professor,103698,Agricultural & Human Sciences,Assoc Professor
NCSU,50,1-Oct-05,Professor,119770,"Parks, Recreation & Tourism Mg",Professor
NCSU,41,1-Jul-11,Associate Professor,99579,Mathematics,"Assoc Prof, Univ Fac Scholar"
NCSU,51,16-Aug-98,Associate Professor,88459,Public & International Affairs,Assoc Professor
NCSU,44,1-Jul-14,Associate Professor,78650,English,Assoc Professor
NCSU,57,30-Jun-08,Professor,208090,Business Management-Poole COM,Professor
NCSU,48,1-Apr-06,Professor,110556,"Marine, Earth And Atmospheric","Professor, Univ Fac Scholar"
NCSU,41,17-Aug-04,Associate Professor,80318,Physiology Program,Assoc Teaching Professor
NCSU,39,1-Jan-17,Associate Professor,81504,Communication,Assoc Professor
NCSU,61,1-Jul-02,Associate Professor,74026,English,Assoc Professor
NCSU,40,17-Jan-11,Associate Professor,112777,Nuclear Engineering,Assoc Professor
NCSU,72,24-Jan-19,Associate Professor,110000,Dept of Clinical Sciences,Clinical Assoc Professor
NCSU,60,1-Apr-93,Professor,135277,Biological Sciences,Professor
